2.309699999999999989e+02,3.364200000000000159e+02
2.319000000000000057e+02,3.367500000000000000e+02
2.316800000000000068e+02,3.367300000000000182e+02
2.305600000000000023e+02,3.369800000000000182e+02
2.284300000000000068e+02,3.368799999999999955e+02
2.262400000000000091e+02,3.371700000000000159e+02
2.233199999999999932e+02,3.374200000000000159e+02
2.210200000000000102e+02,3.378999999999999773e+02
2.178000000000000114e+02,3.381299999999999955e+02
2.139900000000000091e+02,3.386200000000000045e+02
2.105000000000000000e+02,3.385799999999999841e+02
2.081999999999999886e+02,3.386000000000000227e+02
2.047199999999999989e+02,3.380400000000000205e+02
2.009000000000000057e+02,3.377400000000000091e+02
1.971999999999999886e+02,3.371700000000000159e+02
1.930500000000000114e+02,3.368700000000000045e+02
1.885900000000000034e+02,3.367799999999999727e+02
1.843499999999999943e+02,3.372900000000000205e+02
1.803700000000000045e+02,3.374900000000000091e+02
1.771500000000000057e+02,3.382900000000000205e+02
1.739900000000000091e+02,3.385500000000000114e+02
1.712400000000000091e+02,3.390299999999999727e+02
1.684499999999999886e+02,3.390500000000000114e+02
1.646100000000000136e+02,3.391700000000000159e+02
1.605300000000000011e+02,3.388600000000000136e+02
1.566500000000000057e+02,3.387400000000000091e+02
1.519399999999999977e+02,3.384700000000000273e+02
1.475399999999999920e+02,3.382500000000000000e+02
1.445500000000000114e+02,3.378000000000000114e+02
1.421100000000000136e+02,3.377099999999999795e+02
1.401100000000000136e+02,3.374599999999999795e+02
1.382700000000000102e+02,3.375199999999999818e+02
1.364099999999999966e+02,3.372599999999999909e+02
1.334600000000000080e+02,3.371999999999999886e+02
1.306699999999999875e+02,3.368999999999999773e+02
1.282899999999999920e+02,3.369200000000000159e+02
1.262399999999999949e+02,3.367699999999999818e+02
1.242199999999999989e+02,3.369700000000000273e+02
1.220600000000000023e+02,3.370099999999999909e+02
1.187199999999999989e+02,3.378799999999999955e+02
1.150300000000000011e+02,3.379499999999999886e+02
1.114300000000000068e+02,3.375199999999999818e+02
1.077199999999999989e+02,3.366800000000000068e+02
1.062699999999999960e+02,3.356999999999999886e+02
1.042999999999999972e+02,3.348199999999999932e+02
1.025699999999999932e+02,3.346800000000000068e+02
1.006500000000000057e+02,3.343999999999999773e+02
9.839700000000000557e+01,3.342599999999999909e+02
9.534399999999999409e+01,3.340600000000000023e+02
9.162300000000000466e+01,3.332099999999999795e+02
8.714600000000000080e+01,3.321600000000000250e+02
8.420300000000000296e+01,3.322200000000000273e+02
8.119799999999999329e+01,3.320000000000000000e+02
7.792700000000000671e+01,3.323500000000000227e+02
7.488299999999999557e+01,3.325199999999999818e+02
7.317100000000000648e+01,3.332599999999999909e+02
7.007299999999999329e+01,3.338899999999999864e+02
6.829800000000000182e+01,3.346000000000000227e+02
6.623199999999999932e+01,3.352300000000000182e+02
6.632299999999999329e+01,3.357699999999999818e+02
6.670499999999999829e+01,3.359599999999999795e+02
6.881000000000000227e+01,3.360699999999999932e+02
6.831900000000000261e+01,3.363899999999999864e+02
6.986199999999999477e+01,3.363500000000000227e+02
7.004300000000000637e+01,3.363600000000000136e+02
6.967400000000000659e+01,3.365099999999999909e+02
6.903799999999999670e+01,3.364399999999999977e+02
6.878100000000000591e+01,3.364300000000000068e+02
6.711799999999999500e+01,3.363100000000000023e+02
6.890600000000000591e+01,3.361899999999999977e+02
6.815999999999999659e+01,3.362500000000000000e+02
6.918200000000000216e+01,3.362799999999999727e+02
6.882599999999999341e+01,3.362400000000000091e+02
6.910399999999999920e+01,3.364200000000000159e+02
6.930899999999999750e+01,3.363600000000000136e+02
7.028000000000000114e+01,3.363600000000000136e+02
6.981600000000000250e+01,3.363500000000000227e+02
6.974200000000000443e+01,3.366000000000000227e+02
6.934199999999999875e+01,3.364100000000000250e+02
6.974399999999999977e+01,3.364499999999999886e+02
7.036599999999999966e+01,3.363700000000000045e+02
7.130500000000000682e+01,3.364800000000000182e+02
7.218999999999999773e+01,3.363500000000000227e+02
7.360599999999999454e+01,3.366800000000000068e+02
7.514900000000000091e+01,3.363999999999999773e+02
7.650400000000000489e+01,3.367099999999999795e+02
7.820499999999999829e+01,3.366399999999999864e+02
7.918800000000000239e+01,3.368700000000000045e+02
8.037199999999999989e+01,3.367599999999999909e+02
8.158499999999999375e+01,3.365699999999999932e+02
8.299099999999999966e+01,3.360299999999999727e+02
8.382500000000000284e+01,3.355899999999999750e+02
8.424399999999999977e+01,3.344800000000000182e+02
8.459399999999999409e+01,3.340000000000000000e+02
8.621500000000000341e+01,3.334800000000000182e+02
9.007899999999999352e+01,3.343999999999999773e+02
9.314400000000000546e+01,3.345500000000000114e+02
9.510299999999999443e+01,3.346999999999999886e+02
9.602299999999999613e+01,3.344599999999999795e+02
9.615399999999999636e+01,3.340199999999999818e+02
9.561899999999999977e+01,3.329200000000000159e+02
9.476000000000000512e+01,3.311000000000000227e+02
9.365300000000000580e+01,3.285699999999999932e+02
9.243699999999999761e+01,3.258700000000000045e+02
9.175199999999999534e+01,3.216200000000000045e+02
9.267300000000000182e+01,3.169499999999999886e+02
9.486100000000000421e+01,3.149399999999999977e+02
9.687999999999999545e+01,3.142599999999999909e+02
9.820499999999999829e+01,3.128199999999999932e+02
9.859199999999999875e+01,3.115299999999999727e+02
9.889900000000000091e+01,3.101399999999999864e+02
9.895300000000000296e+01,3.084800000000000182e+02
9.851699999999999591e+01,3.065699999999999932e+02
